order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit
2022-02-02,First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Envelopes,OFF-EN-10002600,9,0.4,19.6,-0.3999999999999986
2023-05-25,First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10003274,8,0.5,9.5,-0.5
2022-05-29,First Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Bookcases,FUR-BO-10004467,3,1.8,88.2,8.200000000000003
2022-12-05,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10000675,4,4.8,155.2,5.199999999999989
2023-07-23,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10002259,2,0.8,19.2,-0.8000000000000007
2022-12-22,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,FUR-CH-10004287,5,48.5,921.5,91.5
2022-09-01,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10000482,6,3.6,176.4,6.400000000000006
2022-09-05,First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,OFF-ST-10004835,1,0.0,0.0,0.0
2023-05-13,Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,FUR-TA-10004086,1,2.0,48.0,8.0
2023-01-10,Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,OFF-LA-10000305,8,1.0,49.0,-1.0
2023-07-27,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10000806,2,2.7,87.3,17.299999999999997
2023-09-02,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Furnishings,FUR-FU-10004018,1,0.4,9.6,-0.40000000000000036
2022-05-10,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,TEC-PH-10002660,8,10.8,529.2,69.20000000000005
2023-11-25,First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Envelopes,OFF-EN-10001509,2,0.0,0.0,0.0
2022-07-02,First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10003148,3,0.6,19.4,-0.6000000000000014
2022-03-30,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Tables,FUR-TA-10002645,10,45.6,2234.4,204.4000000000001
2023-07-26,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,TEC-AC-10003033,6,39.6,1940.4,320.4000000000001
2023-09-02,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10001297,6,3.0,57.0,7.0
2023-06-29,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,FUR-CH-10002017,2,1.2,38.8,8.799999999999997
2023-12-24,First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,FUR-FU-10001546,2,0.2,9.8,-0.1999999999999993
2023-10-16,Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10000629,5,2.1,67.9,7.900000000000006
2023-02-16,Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,OFF-ST-10000036,3,9.0,291.0,21.0
2022-03-18,Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,TEC-PH-10002583,2,0.8,39.2,9.200000000000003
2023-02-09,First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10003774,3,7.6,182.4,22.400000000000006
2022-03-13,First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,OFF-AR-10003876,5,0.3,9.7,-0.3000000000000007
2023-06-16,First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003527,6,61.2,1468.8,48.799999999999955
2023-09-23,Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Labels,OFF-LA-10004559,4,0.4,9.6,-0.40000000000000036
2023-08-15,Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Supplies,OFF-SU-10002573,2,1.5,28.5,-1.5
2022-02-10,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10000222,2,1.2,58.8,8.799999999999997
2023-03-31,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10001219,4,1.2,28.8,8.8
2022-11-29,Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,FUR-CH-10002304,9,5.7,184.3,14.300000000000011
2023-11-19,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,FUR-FU-10002364,2,0.5,9.5,-0.5
2023-05-06,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,FUR-FU-10004864,1,0.3,9.7,-0.3000000000000007
2022-03-23,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10003172,4,0.8,19.2,-0.8000000000000007
2022-06-04,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,OFF-BI-10000977,3,0.6,29.4,-0.6000000000000014
2023-09-01,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,FUR-TA-10000198,7,69.3,2240.7,210.69999999999982
2023-07-11,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,OFF-BI-10003984,4,0.6,29.4,9.399999999999999
2022-04-20,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,FUR-FU-10003691,2,1.0,19.0,-1.0
2022-08-09,Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,OFF-PA-10004082,2,0.6,19.4,-0.6000000000000014
2023-06-06,Standard Class,Consumer,United States,Lakewood,California,90712,West,Office Supplies,Art,OFF-AR-10003723,5,0.8,19.2,-0.8000000000000007
2023-07-18,Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,FUR-FU-10004270,6,1.5,28.5,-1.5
2022-03-09,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,OFF-AR-10003183,2,0.3,9.7,-0.3000000000000007
2023-08-08,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10002005,3,0.6,19.4,-0.6000000000000014
2022-03-01,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,TEC-PH-10000149,2,0.9,29.1,-0.8999999999999986
2023-09-21,Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10001524,2,0.6,29.4,-0.6000000000000014
2023-08-21,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004748,1,1.2,58.8,8.799999999999997
2023-06-04,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001460,5,1.2,58.8,-1.2000000000000028
2023-01-06,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10002503,4,1.0,19.0,-1.0
2023-03-09,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10001731,4,0.5,9.5,-0.5
2023-03-22,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10002160,3,0.8,19.2,-0.8000000000000007
2023-05-03,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10002659,1,0.0,0.0,0.0
2023-01-23,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001636,4,1.2,28.8,-1.1999999999999993
2022-12-19,Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,OFF-PA-10000062,7,12.4,297.6,7.600000000000023
2023-10-12,Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,OFF-ST-10002554,5,12.0,228.0,18.0
2022-06-19,Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,OFF-EN-10001509,6,0.5,9.5,-0.5
2023-03-23,Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,TEC-AC-10002018,2,0.3,9.7,-0.3000000000000007
2023-12-31,Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,TEC-AC-10002637,5,36.0,864.0,94.0
2022-07-04,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10001509,1,0.0,0.0,0.0
2023-03-16,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,TEC-PH-10004922,5,5.4,264.6,4.600000000000023
2023-08-25,Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,TEC-AC-10002550,1,0.6,29.4,-0.6000000000000014
2023-08-26,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10003208,4,14.6,715.4,105.39999999999998
2023-06-25,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10003981,3,0.4,9.6,-0.40000000000000036
2022-12-09,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10001031,2,0.4,9.6,-0.40000000000000036
2023-07-12,Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,OFF-BI-10003676,3,1.5,28.5,-1.5
2022-07-08,Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,OFF-PA-10004082,5,0.8,39.2,-0.7999999999999972
2022-11-24,Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,OFF-PA-10001019,9,4.2,135.8,15.800000000000011
2022-08-09,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,OFF-PA-10004665,4,2.0,38.0,8.0
2023-12-16,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,TEC-PH-10002447,2,13.2,316.8,16.80000000000001
2023-09-22,First Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,OFF-BI-10000014,8,1.8,88.2,18.200000000000003
2022-11-25,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10002439,6,11.2,268.8,38.80000000000001
2022-06-07,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003063,2,0.5,9.5,-0.5
2022-11-10,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002982,5,1.5,28.5,-1.5
2022-10-01,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10004510,1,0.4,19.6,-0.3999999999999986
2022-03-09,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000321,2,0.8,19.2,-0.8000000000000007
2023-11-21,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10004602,2,1.0,49.0,-1.0
2022-01-22,Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,FUR-BO-10003433,8,4.0,196.0,26.0
2023-09-24,First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10001496,5,36.0,684.0,64.0
2023-07-13,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,FUR-FU-10000672,6,3.5,66.5,6.5
2022-11-22,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,OFF-AP-10001293,2,4.0,76.0,-4.0
2023-10-18,Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,OFF-AP-10000692,4,3.0,57.0,7.0
2023-01-23,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10004539,1,6.0,144.0,14.0
2023-11-14,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10002923,3,4.5,85.5,5.5
2023-03-15,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004689,4,0.4,9.6,-0.40000000000000036
2023-08-05,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10001228,1,1.0,19.0,-1.0
2023-03-11,First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,OFF-PA-10003302,3,3.6,86.4,6.400000000000006
2023-08-18,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,FUR-FU-10004665,2,5.4,264.6,24.600000000000023
2022-03-16,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,FUR-FU-10004188,3,12.4,297.6,37.60000000000002
2023-01-14,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10003177,3,0.6,19.4,-0.6000000000000014
2023-08-17,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,FUR-TA-10002607,7,7.0,343.0,53.0
2022-01-13,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001166,2,0.2,9.8,-0.1999999999999993
2022-01-22,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10004510,6,5.0,95.0,5.0
2023-03-23,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10004062,3,0.9,29.1,-0.8999999999999986
2023-02-23,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10000056,7,7.0,343.0,33.0
2022-01-21,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10001469,4,6.8,163.2,3.1999999999999886
2022-09-08,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10000551,3,0.8,19.2,-0.8000000000000007
2023-04-28,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,TEC-MA-10000423,6,4.4,105.6,5.599999999999994
2023-08-06,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10001870,5,1.2,28.8,-1.1999999999999993
2022-06-18,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,OFF-FA-10001843,8,1.0,19.0,-1.0
2023-09-06,Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10002036,2,0.3,9.7,-0.3000000000000007
2022-03-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10001760,3,10.8,349.2,19.19999999999999
2022-11-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000673,14,27.5,522.5,52.5
2022-06-16,Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,OFF-BI-10000829,9,0.8,39.2,9.200000000000003
2022-03-11,Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001924,3,5.1,164.9,24.900000000000006
2022-12-18,Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10004864,3,5.5,104.5,14.5
2023-07-02,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10004345,2,0.4,9.6,-0.40000000000000036
2023-02-15,Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10000088,3,0.6,29.4,9.399999999999999
2023-06-15,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,OFF-LA-10002787,6,0.8,19.2,-0.8000000000000007
2022-11-14,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,OFF-LA-10001569,2,0.3,9.7,-0.3000000000000007
2022-12-02,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10002429,7,8.4,201.6,11.599999999999994
2023-02-03,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,FUR-BO-10000362,6,30.9,999.1,59.10000000000002
2023-03-19,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10003016,7,1.0,19.0,-1.0
2023-04-15,Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10002501,5,1.2,58.8,8.799999999999997
2023-02-21,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10003622,12,1.6,38.4,-1.6000000000000014
2023-01-16,Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002764,3,0.0,0.0,0.0
2023-08-23,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,FUR-BO-10001798,5,28.0,532.0,32.0
2022-02-14,First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10000158,2,3.5,66.5,6.5
2022-02-01,First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10000303,2,3.2,76.8,6.799999999999997
2022-05-01,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003910,4,1.0,19.0,-1.0
2023-07-19,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000138,1,0.0,0.0,0.0
2023-12-16,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10002398,5,9.0,441.0,31.0
2022-07-11,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10003399,1,1.2,38.8,8.799999999999997
2023-04-01,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,OFF-FA-10000992,3,0.5,9.5,-0.5
2022-04-25,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10003022,4,1.8,88.2,18.200000000000003
2022-08-01,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002854,1,0.6,19.4,-0.6000000000000014
2023-12-11,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10001670,3,3.6,86.4,6.400000000000006
2022-12-02,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001837,1,1.6,38.4,8.399999999999999
2023-06-15,Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,OFF-BI-10002012,7,0.3,9.7,-0.3000000000000007
2023-11-05,Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,TEC-AC-10004992,3,2.0,98.0,18.0
2023-10-11,First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,TEC-PH-10003171,5,11.0,209.0,9.0
2023-01-07,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10000390,6,3.5,66.5,6.5
2022-01-20,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,OFF-PA-10004888,4,1.0,19.0,-1.0
2022-08-30,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10004188,2,0.8,39.2,9.200000000000003
2023-08-12,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,OFF-BI-10004099,2,1.0,19.0,-1.0
2023-02-12,First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10004621,7,1.6,38.4,8.399999999999999
2023-07-31,First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10002103,2,3.0,147.0,7.0
2022-01-01,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002789,3,11.2,268.8,8.800000000000011
2023-09-03,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10003289,2,0.9,29.1,-0.8999999999999986
2022-02-11,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10000138,3,0.4,9.6,-0.40000000000000036
2022-05-02,Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10001215,5,1.2,28.8,-1.1999999999999993
2022-12-11,Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,OFF-AR-10001545,2,0.0,0.0,0.0
2022-12-23,First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10003870,5,49.5,1600.5,150.5
2023-04-14,First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10001085,6,3.3,106.7,16.700000000000003
2023-04-21,Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,FUR-BO-10004218,5,12.0,588.0,28.0
2022-06-29,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10003455,3,2.0,48.0,-2.0
2023-08-22,First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,FUR-FU-10001967,2,0.9,29.1,-0.8999999999999986
2023-11-07,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,OFF-AP-10000938,2,3.2,156.8,26.80000000000001
2023-12-24,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,OFF-PA-10002195,1,0.0,0.0,0.0
2023-01-24,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,OFF-BI-10002799,4,0.5,9.5,-0.5
2022-07-14,Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,OFF-AR-10000246,4,0.4,9.6,-0.40000000000000036
2022-04-17,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,OFF-AP-10000275,5,65.6,1574.4,184.4000000000001
2022-05-05,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10000892,3,13.5,256.5,-3.5
2022-07-30,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,FUR-FU-10001591,2,0.8,19.2,-0.8000000000000007
2023-07-03,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,OFF-BI-10001787,5,0.4,9.6,-0.40000000000000036
2022-01-27,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,FUR-FU-10003192,3,4.2,205.8,35.80000000000001
2023-04-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10004600,2,17.7,572.3,102.29999999999995
2023-07-10,Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,OFF-AR-10002335,1,0.0,0.0,0.0
2023-06-13,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10000859,2,0.5,9.5,-0.5
2022-01-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10003198,1,3.0,97.0,7.0
2022-04-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10001900,13,1.2,58.8,8.799999999999997
2022-08-18,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10000614,3,0.3,9.7,-0.3000000000000007
2023-08-30,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10003040,1,0.4,19.6,-0.3999999999999986
2023-11-30,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10003442,6,1.2,28.8,-1.1999999999999993
2023-02-13,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002800,5,10.0,240.0,20.0
2023-07-24,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,OFF-SU-10000157,3,14.4,345.6,5.600000000000023
2022-06-11,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,TEC-AC-10001542,5,2.4,57.6,7.600000000000001
2022-03-06,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,OFF-BI-10004519,2,6.6,323.4,13.399999999999977
2022-03-21,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,FUR-FU-10003464,2,0.8,39.2,9.200000000000003
2023-10-22,Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,OFF-SU-10004261,5,4.5,85.5,5.5
2022-04-10,Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,OFF-PA-10004733,6,1.6,38.4,-1.6000000000000014
2022-04-08,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10001325,1,0.5,9.5,-0.5
2022-06-24,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,OFF-AR-10003056,2,0.5,9.5,-0.5
2023-08-01,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,OFF-FA-10000089,5,0.4,19.6,-0.3999999999999986
2022-09-18,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,FUR-FU-10004093,2,2.1,67.9,7.900000000000006
2023-02-26,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004022,6,0.4,9.6,-0.40000000000000036
2023-03-11,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10001771,8,74.0,1406.0,86.0
2022-12-10,Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,OFF-ST-10002301,1,0.6,19.4,-0.6000000000000014
2022-01-16,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10001706,3,0.4,9.6,-0.40000000000000036
2023-03-17,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,OFF-BI-10003676,10,0.9,29.1,-0.8999999999999986
2022-01-26,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,OFF-PA-10000659,4,1.8,58.2,-1.7999999999999972
2022-05-28,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,OFF-EN-10002504,5,3.3,106.7,16.700000000000003
2023-03-12,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,FUR-BO-10001972,5,3.6,176.4,6.400000000000006
2022-04-17,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000466,3,0.8,19.2,-0.8000000000000007
2022-08-11,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,FUR-CH-10002774,3,4.8,115.2,5.200000000000003
2022-03-27,First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10000454,3,11.8,578.2,68.20000000000005
2023-05-01,First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10004888,3,0.6,19.4,-0.6000000000000014
2022-05-07,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,OFF-AP-10003842,5,3.6,116.4,6.400000000000006
2023-12-31,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,FUR-FU-10000320,5,0.5,9.5,-0.5
2023-03-20,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,OFF-ST-10002554,2,1.6,78.4,8.400000000000006
